,z,x_x,y_x,x_y,y_y
39,-1272.0,-239.53125,-239.53125,54.12274360656738,58.19325637817383
40,-1270.5,-239.53125,-239.53125,54.57413101196289,48.34183883666992
41,-1269.0,-239.53125,-239.53125,54.15092468261719,57.56114959716797
42,-1267.5,-239.53125,-239.53125,54.61383819580078,58.02325439453125
43,-1266.0,-239.53125,-239.53125,57.54548263549805,53.37258529663086
44,-1264.5,-239.53125,-239.53125,53.928123474121094,57.86962890625
45,-1261.5,-239.53125,-239.53125,54.61924362182617,57.79608154296875
46,-1260.0,-239.53125,-239.53125,46.31580352783203,64.10443115234375
47,-1258.5,-239.53125,-239.53125,53.70736885070801,58.20842933654785
48,-1257.0,-239.53125,-239.53125,54.204063415527344,57.55779266357422
49,-1255.5,-239.53125,-239.53125,62.6557731628418,51.3818359375
50,-1254.0,-239.53125,-239.53125,54.619239807128906,56.92054748535156
51,-1252.5,-239.53125,-239.53125,61.33952713012695,49.707176208496094
52,-1251.0,-239.53125,-239.53125,54.1485481262207,56.7010383605957
53,-1249.5,-239.53125,-239.53125,54.11198616027832,56.69771766662598
54,-1248.0,-239.53125,-239.53125,63.36473846435547,60.709957122802734
55,-1246.5,-239.53125,-239.53125,54.61140823364258,56.55366897583008
56,-1245.0,-239.53125,-239.53125,52.56024169921875,47.576744079589844
57,-1243.5,-239.53125,-239.53125,54.6140022277832,55.887451171875
58,-1242.0,-239.53125,-239.53125,54.613075256347656,56.375831604003906
59,-1240.5,-239.53125,-239.53125,61.034610748291016,60.9837532043457
60,-1239.0,-239.53125,-239.53125,55.53816604614258,55.790687561035156
61,-1237.5,-239.53125,-239.53125,55.07647132873535,54.91718292236328
62,-1236.0,-239.53125,-239.53125,55.65065383911133,53.11649703979492
63,-1234.5,-239.53125,-239.53125,55.538719177246094,55.868446350097656
64,-1233.0,-239.53125,-239.53125,56.95565605163574,53.34160041809082
65,-1231.5,-239.53125,-239.53125,57.31064224243164,61.641197204589844
66,-1230.0,-239.53125,-239.53125,55.54582214355469,54.61289978027344
67,-1228.5,-239.53125,-239.53125,60.44642639160156,46.2898063659668
68,-1227.0,-239.53125,-239.53125,55.05879592895508,54.405813217163086
69,-1225.5,-239.53125,-239.53125,63.20844268798828,58.9626350402832
70,-1224.0,-239.53125,-239.53125,55.53956604003906,52.73310089111328
71,-1222.5,-239.53125,-239.53125,55.50595474243164,53.92527770996094
72,-1221.0,-239.53125,-239.53125,57.397274017333984,55.376922607421875
73,-1219.5,-239.53125,-239.53125,55.53134346008301,53.27830505371094
74,-1218.0,-239.53125,-239.53125,62.707427978515625,47.32611083984375
75,-1216.5,-239.53125,-239.53125,55.681148529052734,53.8522834777832
76,-1213.5,-239.53125,-239.53125,56.46537780761719,51.48128128051758
77,-1212.0,-239.53125,-239.53125,55.512542724609375,52.65018653869629
78,-1209.0,-239.53125,-239.53125,55.96748161315918,52.283294677734375
79,-1207.5,-239.53125,-239.53125,55.530046463012695,52.451589584350586
80,-1206.0,-239.53125,-239.53125,60.14179229736328,56.03822708129883
81,-1204.5,-239.53125,-239.53125,55.995866775512695,51.72218894958496
82,-1201.5,-239.53125,-239.53125,55.457332611083984,51.83577346801758
83,-1200.0,-239.53125,-239.53125,55.94352340698242,44.259817123413086
84,-1198.5,-239.53125,-239.53125,59.24629592895508,44.769805908203125
85,-1197.0,-239.53125,-239.53125,55.42105674743652,51.154266357421875
86,-1195.5,-239.53125,-239.53125,60.433040618896484,51.3448486328125
87,-1194.0,-239.53125,-239.53125,55.4835147857666,50.504201889038086
88,-1192.5,-239.53125,-239.53125,47.472557067871094,53.989261627197266
89,-1191.0,-239.53125,-239.53125,55.55613708496094,49.95076370239258
90,-1189.5,-239.53125,-239.53125,52.83791160583496,45.23614311218262
91,-1188.0,-239.53125,-239.53125,61.38998031616211,45.64072608947754
92,-1186.5,-239.53125,-239.53125,54.234609603881836,48.08555221557617
93,-1185.0,-239.53125,-239.53125,58.63760757446289,49.27094841003418
94,-1183.5,-239.53125,-239.53125,56.02450942993164,49.21767044067383
95,-1182.0,-239.53125,-239.53125,46.786075592041016,49.80419158935547
96,-1180.5,-239.53125,-239.53125,56.00619316101074,48.706153869628906
97,-1179.0,-239.53125,-239.53125,56.026485443115234,49.23787879943848
98,-1177.5,-239.53125,-239.53125,60.303985595703125,55.98502731323242
99,-1176.0,-239.53125,-239.53125,55.57979965209961,48.98810958862305
100,-1174.5,-239.53125,-239.53125,56.48093605041504,49.05874443054199
101,-1173.0,-239.53125,-239.53125,53.707557678222656,44.74428176879883
102,-1171.5,-239.53125,-239.53125,55.98065185546875,48.37309455871582
103,-1170.0,-239.53125,-239.53125,48.251468658447266,54.810123443603516
104,-1168.5,-239.53125,-239.53125,56.045711517333984,46.63393020629883
105,-1167.0,-239.53125,-239.53125,56.00399589538574,47.7339973449707
106,-1165.5,-239.53125,-239.53125,47.595062255859375,45.110511779785156
107,-1164.0,-239.53125,-239.53125,55.59724807739258,47.6048469543457
108,-1162.5,-239.53125,-239.53125,56.09095764160156,47.78035926818848
109,-1161.0,-239.53125,-239.53125,63.4238166809082,52.02384567260742
110,-1159.5,-239.53125,-239.53125,56.15633773803711,47.32158660888672
111,-1158.0,-239.53125,-239.53125,55.6473274230957,46.917537689208984
112,-1156.5,-239.53125,-239.53125,60.3773307800293,52.021644592285156
113,-1155.0,-239.53125,-239.53125,56.40748596191406,47.267005920410156
114,-1153.5,-239.53125,-239.53125,55.90932273864746,46.43235206604004
115,-1152.0,-239.53125,-239.53125,56.45547103881836,46.58096694946289
116,-1150.5,-239.53125,-239.53125,56.400455474853516,39.836708068847656
117,-1149.0,-239.53125,-239.53125,54.64521408081055,44.15789031982422
118,-1147.5,-239.53125,-239.53125,56.00613784790039,46.842506408691406
119,-1146.0,-239.53125,-239.53125,46.72663879394531,51.37708282470703
120,-1144.5,-239.53125,-239.53125,55.53829574584961,46.54766845703125
121,-1143.0,-239.53125,-239.53125,49.04893112182617,46.4235725402832
122,-1141.5,-239.53125,-239.53125,56.2443733215332,45.805641174316406
123,-1140.0,-239.53125,-239.53125,55.71249008178711,45.95372009277344
124,-1138.5,-239.53125,-239.53125,54.607059478759766,45.77832794189453
125,-1137.0,-239.53125,-239.53125,56.40751647949219,45.29814529418945
126,-1135.5,-239.53125,-239.53125,54.974239349365234,45.603281021118164
127,-1132.5,-239.53125,-239.53125,56.44187927246094,45.276920318603516
128,-1131.0,-239.53125,-239.53125,48.165828704833984,48.0962028503418
129,-1129.5,-239.53125,-239.53125,55.649654388427734,45.28990173339844
130,-1128.0,-239.53125,-239.53125,56.45094299316406,45.28680419921875
131,-1125.0,-239.53125,-239.53125,55.94357681274414,45.24009895324707
132,-1123.5,-239.53125,-239.53125,57.207719802856445,46.3343563079834
133,-1122.0,-239.53125,-239.53125,50.26559066772461,37.58078575134277
134,-1120.5,-239.53125,-239.53125,55.86972999572754,44.572710037231445
135,-1119.0,-239.53125,-239.53125,50.05512809753418,39.653358459472656
136,-1117.5,-239.53125,-239.53125,50.70145225524902,45.87071418762207
137,-1116.0,-239.53125,-239.53125,56.54623985290527,44.29787635803223
138,-1114.5,-239.53125,-239.53125,61.303443908691406,40.075927734375
139,-1113.0,-239.53125,-239.53125,52.65920448303223,39.86361122131348
140,-1111.5,-239.53125,-239.53125,56.90672492980957,44.57451057434082
141,-1110.0,-239.53125,-239.53125,63.801252365112305,35.51076793670654
142,-1108.5,-239.53125,-239.53125,56.941768646240234,44.24593925476074
143,-1107.0,-239.53125,-239.53125,63.95193099975586,43.846588134765625
144,-1105.5,-239.53125,-239.53125,61.156246185302734,34.81049728393555
145,-1104.0,-239.53125,-239.53125,57.85198783874512,45.62973594665527
146,-1102.5,-239.53125,-239.53125,67.13651275634766,39.96852493286133
147,-1101.0,-239.53125,-239.53125,57.3814697265625,42.7764778137207
148,-1099.5,-239.53125,-239.53125,64.92488861083984,31.40675926208496
149,-1098.0,-239.53125,-239.53125,57.42342758178711,43.33401870727539
150,-1096.5,-239.53125,-239.53125,55.12673759460449,50.77614212036133
151,-1095.0,-239.53125,-239.53125,55.36569595336914,34.75941467285156
152,-1093.5,-239.53125,-239.53125,57.189571380615234,43.88639450073242
153,-1092.0,-239.53125,-239.53125,62.98456573486328,32.15178680419922
154,-1090.5,-239.53125,-239.53125,57.40195846557617,43.341827392578125
155,-1089.0,-239.53125,-239.53125,56.73791694641113,34.60121536254883
156,-1087.5,-239.53125,-239.53125,63.373727798461914,40.09952163696289
157,-1086.0,-239.53125,-239.53125,58.308528900146484,42.46678161621094
158,-1084.5,-239.53125,-239.53125,65.6345329284668,41.404462814331055
159,-1083.0,-239.53125,-239.53125,66.6313705444336,30.786842346191406
160,-1081.5,-239.53125,-239.53125,58.29872131347656,42.67597961425781
161,-1080.0,-239.53125,-239.53125,57.83517837524414,42.98343467712402
162,-1078.5,-239.53125,-239.53125,57.04140853881836,40.808841705322266
163,-1077.0,-239.53125,-239.53125,66.7471923828125,39.118629455566406
164,-1075.5,-239.53125,-239.53125,60.219600677490234,42.61787796020508
165,-1074.0,-239.53125,-239.53125,58.235355377197266,42.59194755554199
166,-1072.5,-239.53125,-239.53125,69.08292388916016,47.18082809448242
167,-1071.0,-239.53125,-239.53125,58.37089920043945,42.63397216796875
168,-1069.5,-239.53125,-239.53125,69.74643325805664,32.11008548736572
169,-1068.0,-239.53125,-239.53125,58.13194274902344,43.31500816345215
170,-1066.5,-239.53125,-239.53125,55.56874465942383,47.82488250732422
171,-1065.0,-239.53125,-239.53125,66.79511260986328,40.635398864746094
172,-1063.5,-239.53125,-239.53125,58.1883430480957,43.63954162597656
173,-1062.0,-239.53125,-239.53125,68.88634490966797,35.73358917236328
174,-1060.5,-239.53125,-239.53125,58.8838996887207,42.81211471557617
175,-1059.0,-239.53125,-239.53125,63.96680450439453,43.419273376464844
176,-1057.0,-239.53125,-239.53125,58.42103576660156,44.010047912597656
177,-1055.5,-239.53125,-239.53125,74.19625473022461,38.178810119628906
178,-1054.0,-239.53125,-239.53125,69.30795288085938,43.16664505004883
179,-1052.5,-239.53125,-239.53125,60.23814010620117,43.32939529418945
180,-1051.0,-239.53125,-239.53125,65.95854187011719,48.78872299194336
181,-1049.5,-239.53125,-239.53125,61.14781951904297,51.089805603027344
182,-1048.0,-239.53125,-239.53125,59.47636795043945,44.28426742553711
183,-1046.5,-239.53125,-239.53125,62.06549072265625,51.238914489746094
184,-1045.0,-239.53125,-239.53125,59.29591941833496,44.59789848327637
185,-1043.5,-239.53125,-239.53125,44.924516677856445,50.627098083496094
186,-1042.0,-239.53125,-239.53125,59.28209114074707,47.19779968261719
187,-1040.5,-239.53125,-239.53125,79.49084091186523,49.26687812805176
188,-1039.0,-239.53125,-239.53125,59.288963317871094,46.63185501098633
189,-1037.5,-239.53125,-239.53125,83.10277938842773,52.25007247924805
190,-1036.0,-239.53125,-239.53125,60.23645782470703,46.209970474243164
191,-1034.5,-239.53125,-239.53125,42.31672668457031,50.605262756347656
192,-1033.0,-239.53125,-239.53125,43.9234561920166,58.94192695617676
193,-1031.5,-239.53125,-239.53125,61.169546127319336,48.943498611450195
194,-1030.0,-239.53125,-239.53125,69.5013198852539,43.76120376586914
195,-1028.5,-239.53125,-239.53125,70.66952514648438,40.178049087524414
196,-1027.0,-239.53125,-239.53125,61.21370315551758,46.67752456665039
197,-1025.5,-239.53125,-239.53125,56.35991668701172,50.59033203125
198,-1024.0,-239.53125,-239.53125,56.519195556640625,46.575347900390625
199,-1022.5,-239.53125,-239.53125,58.2116584777832,45.277626037597656
200,-1021.0,-239.53125,-239.53125,58.34231185913086,43.65705108642578
201,-1019.5,-239.53125,-239.53125,60.24740219116211,41.271907806396484
202,-1018.0,-239.53125,-239.53125,61.11310958862305,49.92417526245117
203,-1016.5,-239.53125,-239.53125,59.54347801208496,50.325347900390625
