X,Y,Z
65.99554443359375,38.00358200073242,-236.03424072265625
67.68502044677734,37.98810577392578,-235.25421142578125
51.83477783203125,38.61869430541992,-233.72613525390625
53.63644790649414,38.655372619628906,-231.66046142578125
66.85306549072266,38.637882232666016,-230.34521484375
52.76319122314453,39.25652313232422,-228.99432373046875
54.45785903930664,39.290950775146484,-226.95062255859375
66.08223724365234,39.16455078125,-225.48675537109375
67.69212341308594,39.27217483520508,-224.67962646484375
53.57392120361328,39.96721267700195,-222.736083984375
66.8909912109375,39.945858001708984,-221.24566650390625
52.7051887512207,40.55025863647461,-220.071533203125
54.4556999206543,40.61248779296875,-217.90771484375
66.294921875,40.6064453125,-216.413818359375
67.72211456298828,40.55464172363281,-215.555908203125
53.55942153930664,41.293521881103516,-213.70587158203125
66.97383880615234,41.23075485229492,-212.09130859375
52.64456558227539,41.945796966552734,-211.050048828125
54.12700271606445,41.95136260986328,-208.91802978515625
66.4305648803711,41.9042854309082,-207.20916748046875
67.84005737304688,41.859764099121094,-206.38214111328125
52.11345291137695,42.614845275878906,-205.2373046875
53.45155334472656,42.61899948120117,-203.11212158203125
67.21381378173828,42.330894470214844,-201.44873046875
68.6484603881836,42.72148132324219,-200.58001708984375
52.8731803894043,43.448570251464844,-198.802490234375
67.90496826171875,43.20703125,-197.072021484375
51.89255142211914,44.06447219848633,-196.1922607421875
53.40523147583008,43.802879333496094,-193.92041015625
68.83197021484375,43.86553192138672,-192.87322998046875
52.769962310791016,44.579200744628906,-191.12127685546875
68.28492736816406,44.27336120605469,-189.4267578125
69.6435317993164,44.5813102722168,-188.5828857421875
51.748966217041016,45.259830474853516,-187.1053466796875
53.07179260253906,45.237247467041016,-184.755615234375
68.91026306152344,45.1915397644043,-183.52789306640625
70.21121978759766,45.24342346191406,-182.72344970703125
52.540592193603516,45.86941909790039,-180.46954345703125
69.46337890625,46.12391662597656,-179.143798828125
51.64202117919922,46.569801330566406,-177.9947509765625
69.19449615478516,46.57575225830078,-175.8251953125
70.5665054321289,46.59233856201172,-175.13970947265625
51.16175079345703,47.25834274291992,-173.72979736328125
